Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Yetta,Genovera",456354408,SBI3U1,1031,ENG3U1,2009,DCO3OC,2028,SCH3U1,1050,AVI3M1,2005,DCO3OC,2028,SPH3U1,2018,DCO3OC,1059,
"Sabina,Anni",418638254,FSF3U1,PB6,ICS3U6,2038A,ENG3U1,2009,SPH3U1,2044,SBI3U6,1031,SCH3U6,2011,AMI3M1,1069,MCR3U6,2025,
"Gerhardine,Dulsea",415316383,CHC2D1,2036,SNC2D1,1036,HFN2O1,1014,PPL2O9,1024B,BBI2O1,PB10,ENG2D1,1059A,MPM2D1,2007,CIVCAR,PB11,
"Debi,Esmaria",457615908,MPM2D1,2007,ENG2D1,1034,EMPTY,Cafeteria,SNC2D1,1035,CHC2D1,2036,HFC3M1,1014,CIVCAR,PB11,PAF2O9,1013,
"Cherye,Deeyn",404298108,MHF4U1,PB4,SCH4U1,2018,MHF4U1,PB5,MDM4U1,2025,HHG4M1,1062,IDC4UE,PB8,BBB4M1,2027,SPARE,Cafeteria,
"Marisa,Kym",433748157,SNC2D1,1035,BBI2O7,1065,ENG2D1,1034,CHC2D1,2037,IDC3OE,1065,CIVCAR,PB11,FSF2D1,2028,MPM2D2,PB5,
"Georgie,Bertina",461961952,MPM2D1,2007,FSF2D1,2028,SNC2D1,1035,CIVCAR,PB11,PPL2O8,1024B,ENG2D1,1059A,CHC2D1,2037,HFN2O1,1014,
"Melody,Gusti",482860462,MPM2DG,1062,CHC2DG,2034,BAF3M1,2024,ICS2OG,2038A,ENG2DG,1063,BBI2O1,PB10,SNC2DG,2011,MCR3U6,2025,
"Ferdinande,Christian",426522631,MTH1W1,1036,BTT1O1,2024,CGC1D1,2010,SNC1D1,1050,ENG1D2,PB5,PPL1O8,1024B,TIJ1O1,2002A,AVI2O1,2004,
"Junie,Marti",400873096,PPL1O9,1024A,ADA1O1,1070,ENG1D1,2035,MTH1W1,2010A,FSF1D1,1033,CGC1D1,2010,SNC1D1,2011,BTT1O1,2024,
"Riane,Audy",485141895,CLN4U1,PB9,EMPTY,Cafeteria,ENG4U1,2006,ADB4M1,1070,SPARE,Cafeteria,EMPTY,Cafeteria,CPW4U1,PB5,SPARE,Cafeteria,
"Neala,Diana",413317586,SPARE,Cafeteria,IDC3O1,PB6,DCO3OC,2028,HFC3M1,1014,PAF3O9,1013,SBI3C1,1031,ENG3U1,2009,MBF3C1,1060,
"Evey,Danette",475155745,ENG4UE,2034,SPH4UE,2044,MHF4U1,PB5,CIA4UE,PB4,MCV4U1,PB4,IDC4UE,PB8,SCH4U1,2023,SPARE,Cafeteria,
"Eve,Dyanne",407988517,MDM4UE,1061,PAF3O9,1013,SPH3U1,1044,HSP3U1,2024A,SCH3U1,1044,HFC3M1,1014,ENG3U1,2009,ENG3U1,2008,
"Dasi,Papagena",463219435,BBI2O1,PB10,ENG2D1,1034,MPM2D1,2007,CHC2P1,PB9,ICS2O1,2038,SNC2D1,1035,CIVCAR,PB11,TGJ2O1,1032,
"Janaye,Nari",462777069,CGC1D1,2009,MTH1W1,2010A,SNC1D1,1050,AVI1O1,2004,ENG1D1,PB11,PPL1O8,1024B,TIJ1O1,2002A,FSF1D1,1033,
"Robinett,Cate",421374109,ENG2D1,1034,BBI2O7,1065,HFN2O1,1014,CHC2D1,2037,ENG2D1,1034,ENG2D1,1059A,SNC2D1,1035,TGJ2O1,1032,
"Tootsie,Maritsa",412526869,MTH1WG,2026,ENG1DG,1059,AMI1O1,1069,FSF1DG,1059,PPL1O9,1012,TIJ1O1,2002A,CGC1DG,2026,HIF1O1,2027,
"Madelena,Fiona",415795531,MHF4U1,PB2,SPH4UE,2044,IDC4UE,PB8,SBI4U1,2011,SCH4U1,1044,SPARE,Cafeteria,ENG4UE,2034,MCV4U1,PB4,
"Betteann,Anica",444918528,EMPTY,Cafeteria,SPARE,Cafeteria,HSB4U1,PB9,CHY4U1,PB5,HFA4U1,1014,BBB4M1,2027,HZT4U1,1062,SPARE,Cafeteria,
"Anabel,Dina",451246945,FSF3U1,PB6,SPH3U1,2036,SPH3U1,1044,SBI3U1,1031,ENG3U1,2008,MCR3U1,2037,HSB4U1,PB9,SCH3U1,1055,
"Nataline,Chelsie",460741362,SNC2D1,1035,TEJ2O1,1037,MPM2D1,2007,ENG2D1,1059A,IDC3OE,1065,AWC2O1,2004,ADA2O1,1070,BBI2O7,1065,
"Adah,Murial",484326742,HFA4U1,1014,BOH4M1,PB9,MHF4U1,PB3,IDC4U1,PB8,SPARE,Cafeteria,MCV4U1,PB4,PAF4O9,1013,SPARE,Cafeteria,
"Minda,Dion",423626959,SPH4U1,2044,SPARE,Cafeteria,HSB4U1,PB9,SPARE,Cafeteria,ADA4M1,1070,SPARE,Cafeteria,ICS4U1,2038,ENG4U1,2006,
"Sybille,Elsbeth",477584871,SPH4U1,2044,MHF4U1,PB3,SCH4U1,1044,MDM4U1,2025,SPARE,Cafeteria,MCV4U1,PB3,IDC4U1,PB8,ICS4U1,2038,
"Willamina,Avie",444578798,MDM4UE,1061,SCH4UE,1044,ENG4U1,2006,CIA4UE,PB4,ENG4U1,2006,SPARE,Cafeteria,IDC4U1,PB8,ICS4UE,2038A,
"Michaeline,Glennis",451484539,MCR3U6,2025,SPH3U1,2036,SBI3U6,1031,ENG3U1,2008,PSK4U1,1061,SCH3U6,2011,AMI3M1,1069,ENG3U1,2008,
"Ilse,Gerianna",462653952,SBI4U1,1055,MHF4U1,PB5,SCH4U1,1044,SPARE,Cafeteria,MCV4U1,PB6,AWC4M1,2005,AVI4M1,2005,SPARE,Cafeteria,
"Myrle,Jodie",418015614,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,
"Orelee,Maxine",410982890,MHF4U1,PB4,BBB4M1,2027,SPH4U1,2044,SPARE,Cafeteria,MCV4U1,PB4,SPARE,Cafeteria,AVI4M1,2005,ENG4U1,2006,
"Netta,Cornelle",480943420,ENG3U1,PB3,SCH4U1,2018,SPH3U1,1044,AWL3M1,2005,SBI3U6,1031,CGG3O1,PB6,FSF3U1,PB6,MCR3U1,2037,
"Emmie,Kakalina",406436271,HFA4U1,1014,SPARE,Cafeteria,SCH4U1,2023,SPARE,Cafeteria,MCV4U1,PB4,SPH4U1,2044,ENG4UE,2034,SPARE,Cafeteria,
"Fayina,Minerva",403769737,SPH3U1,1050,ICS3U6,2038A,MCR3U6,2025,MDM4U1,2025,SCH3U1,1044,BAF3M1,2024,SBI3U1,1031,ENG3U1,2008,
"Ivonne,Kelly",494681319,MCR3U1,2037,PPL3O9,1024B,SPH3U1,1044,SPH3U1,2044,SCH3U1,1044,SBI3U1,1055,CLU3M1,1059,ENG3U1,2008,
"Bernardina,Glenn",448887645,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,
"Valenka,Bethany",417741177,ENG1D1,2035,BTT1O1,2024,HIF1O1,2027,PPL1O9,1024A,SNC1D1,1050,CGC1D1,2010,CGC1D1,2010,FSF1D1,1033,
"Georgeanna,Bliss",409872842,TIJ1O1,2002A,FSF1D1,1033,FSF1D1,1033,AVI1O1,2004,CGC1D1,2009,SNC1D1,1050,PPL1O8,1012,MTH1W1,2010A,
"Letisha,Merry",414910740,ENG2DG,1063,CHC2DG,2034,HFN2O1,1014,ICS2OG,2038A,BBI2O1,PB10,MPM2DG,1062,SNC2DG,2011,MCR3U6,2025,
"Trish,Cassey",484728146,ENG4U1,2010A,SPARE,Cafeteria,HHG4M1,1062,CIA4UE,PB4,MDM4U1,2025,BBB4M1,2027,HFA4U1,1014,CLN4U1,PB9,
"Olva,Ola",463272486,FSF1O1,1060,ESLCO1,PB4,MTH1W1,2010A,MTH1W1,2010A,PPL1O9,1012,CGC1D1,2010,EMPTY,Cafeteria,PPL1O9,1024A,
"Albina,Allyson",431843330,MCR3U1,2037,BOH4M1,PB9,DCO3OC,2028,ENG3UE,1063,MCR3U1,2037,DCO3OC,2028,HSP3U1,2024A,DCO3OC,1059,
"Sheila-Kathryn,Mary",488406232,PAI1O1,2028,ADA1O1,1070,TIJ1O1,2002A,MTH1W1,2010A,FSF1D1,1033,ENG1D1,2035,CGC1D1,2010,SNC1D2,1044,
"Hedwiga,Glennie",423282942,ENG3U1,PB3,ICS3U6,2038A,SBI3U6,1031,TEJ3M1,1037,CLU3M1,1059,HFC3M1,1014,BAF3M1,2024,MCR3U6,2025,
"Anette,Clare",431474802,MPM2D1,2007,FSF2D1,2028,BBI2O1,PB10,ENG2D1,1059A,SNC2D1,1035,CHC2D1,2036,FSF2D1,2028,TGJ2O1,1032,
"Irena,Hilda",455318249,MCR3U6,2025,SCH3U1,1055,ICS3U1,2038A,TGV3M1,1032,TEJ3M1,1037,ENG3UE,1063,SPH3U1,2018,TDJ3M1,1037,
"Kissee,Liliane",428197961,SCH4U1,2023,MDM4U1,2025,MHF4U1,PB3,ENG4U1,2006,SBI4U1,1055,SPARE,Cafeteria,MCV4U1,PB4,MCV4U1,PB3,
"Hildy,Carmelle",416790810,MHF4U1,PB2,SCH4U1,2018,SCH4U1,1044,MHF4U1,PB3,ENG4U1,2006,SBI4U1,1055,SPARE,Cafeteria,MCV4U1,PB3,
"Brana,Amberly",445778781,SPH4U1,2044,TDJ4M1,1032,AWC3O1,2005,BBI2O1,PB10,SCH4U1,1044,SPARE,Cafeteria,MCV4U1,PB3,SPH4U1,2044,
"Anastassia,Rebekah",465177195,SNC1D7,1065,TIJ1O1,2002A,CGC1D1,2010,BTT1O1,2024,FSF1D1,1033,PPL1O8,1024B,MTH1W7,1065,ENG1D1,2035,
"Selina,Violetta",446212939,ENG4U1,2006,SPARE,Cafeteria,CIA4U1,PB4,PSK4U1,1061,SPARE,Cafeteria,IDC4UE,PB8,BBB4M1,2027,BAT4M1,1062,
"Rebecka,Kyrstin",495754328,CIVCAR,PB11,ICS2O1,PB9,HFN2O1,1014,CHC2D1,2037,BBI2O1,PB10,ENG2D1,1034,MPM2D1,2008,SNC2D1,1036,
"Niki,Ranice",496368704,TEJ3M1,1037,MHF4U1,PB5,SCH3U1,1044,ICS3U1,2038,SPH3U1,2018,BAF3M1,2024,MCV4U1,PB4,ENG3U1,2009,
"Katusha,Alvinia",410962344,FSF1O1,1060,ADA1O1,1070,CGC1D1,2010,MTH1W1,2010A,ENG1D1,2035,SNC1D1,1050,PPL1O8,1012,BTT1O1,2024,
"Faythe,Veronica",413718911,CLN4U1,PB9,ENG4U1,2007,SPARE,Cafeteria,IDC4U1,PB8,HFA4U1,1014,MCV4U1,PB4,CPW4U1,PB5,SPARE,Cafeteria,
"Lisetta,Laryssa",446389058,PPL1O9,1024A,ESLCO1,PB4,TIJ1O1,2002A,MTH1W1,2010A,AVI1O1,2004,EMPTY,Cafeteria,MTH1W1,1036,CGC1P1,1061,
"Veronika,Cecilia",451070779,PPL4O9,1024B,MHF4U1,PB2,SPARE,Cafeteria,IDC4U1,PB8,BOH4M1,PB9,MCV4U1,PB3,ENG4U1,2006,BAT4M1,1062,
"Poppy,Elsa",413882738,MCR3U6,2025,SCH3U1,1055,CIE3M1,PB6,ENG3U1,2009,AVI3M1,2005,BBB4M1,2027,SPH3U1,2018,TDJ3M1,1037,
"Karisa,Dominica",495066207,PAI1O1,2028,CGC1D1,2010,ENG1D1,2035,SNC1D1,1050,AVI1O1,2004,FSF1P1,2024A,TIJ1O1,2002A,ENG1D1,2035,
"Ethel,Jillie",491457707,EMPTY,Cafeteria,MDM4U1,2025,ENG4U1,2006,MDM4U1,2025,TDJ4M1,1032,MDM4U1,2025,ENG4U1,2010A,TDJ3M1,1037,
"Annemarie,Tova",408603066,ENG4U1,2006,ENG4U1,2007,MHF4U1,PB3,ADB4M1,1070,MCV4U1,PB6,ENG4U1,2006,FSF4U1,1060,MCV4U1,PB4,
"Gerianne,Andreana",463866438,PPL4O9,1024B,MHF4U1,PB3,SCH4U1,2023,ENG4U1,2006,MCV4U1,PB6,SPH4U1,2044,IDC4U1,PB8,MCV4U1,PB4,
"Cynthie,Shandie",464939604,AWQ4M1,2005,TDJ4M1,1032,ENG4U1,2006,ENG3U1,2009,IDC4U3,PB8,EMPTY,Cafeteria,TGV4M1,1032,EMPTY,Cafeteria,
"Mellicent,Trix",434886665,SNC1D1,1050,CGC1D1,2010,FSF1D1,1033,PPL1O9,1024A,MTH1W1,2010A,BTT1O1,1033,FSF1D1,1033,AMI1O1,1069,
"Valaree,Margarethe",451902220,ENG1DG,2027,PPL1O9,1024A,SNC1DG,2011,CGC1DG,2026,FSF1D1,1033,MTH1WG,2026,TIJ1O1,2002A,HIF1O1,2027,
"Alisun,Luelle",434063416,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,
"Janaye,Hildegarde",418904350,TEJ4M1,1032,ENG4U1,2006,ICS4U1,2038,MDM4U1,2025,HFA4U1,1014,MCV4U1,PB3,SCH4U1,2023,EMPTY,Cafeteria,
"Lucita,Stafani",470760931,CLU3M1,1059,PAF3O9,1013,CIE3M1,PB6,TGV3M1,1032,ENG3U1,2008,BMI3C1,1061,HSP3U1,2024A,MCR3U1,2037,
"Elene,Luisa",408562103,SPARE,Cafeteria,ENG4U1,2007,HHG4M1,1062,HZT4U1,1062,ADA4M1,1070,EMPTY,Cafeteria,HSB4U1,PB9,SPARE,Cafeteria,
"Rebekah,Stephi",495627364,BAF3M1,2024,COP3X#,2001,MCR3U1,PB2,ENG3U1,2009,CLU3M1,1059,SPARE,Cafeteria,SPH3U1,2018,SCH3U1,1055,
"Therese,Clair",405993923,FSF1O1,1060,MTH1W1,2010A,ESLEO1,1063,SNC1D1,1050,AVI1O1,2004,CGC1D1,2009,TIJ1O1,2002A,PPL1O9,1024A,
"Caritta,Terrye",499551283,SPARE,Cafeteria,MHF4U6,PB3,SCH4U1,2023,SBI4U1,2011,SPARE,Cafeteria,MCV4UE,PB3,FSF4U1,1060,SPH4U1,2044,
"Micheline,Rose",439753667,MHF4U1,PB5,SCH4U1,2018,HHG4M1,1062,HZT4U1,1062,MCV4U1,PB6,MCV4U1,PB3,ICS4U1,2038,SPARE,Cafeteria,
"Amandi,Harmony",451009302,EMPTY,Cafeteria,SBI4UE,1031,MHF4U6,PB3,SPARE,Cafeteria,SPH4U1,2044,MCV4UE,PB3,ENG4UE,2034,EMPTY,Cafeteria,
"Shayla,Adrianna",460204690,CIVCAR,2010,ICS2O1,2038,SNC2D1,1035,CHC2D1,1061,ENG2D1,1034,CHC2D1,2036,BBI2O1,PB10,HFN2O1,1014,
"Heidie,Ginnie",421988569,EMPTY,Cafeteria,COP3X#,2001,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Shanta,Camile",484101412,TEJ4M1,1032,SBI4UE,1031,SCH4U1,1044,MHF4U1,PB3,MCV4U1,PB4,SPH4U1,2044,ICS4U1,2038,SPARE,Cafeteria,
"Gerty,Arden",497482841,IDC4U3,PB8,MHF4U1,PB5,HSB4U1,PB9,SBI4U1,2011,PSK4U1,1061,ENG4U1,2006,SCH4U1,2023,MCV4U1,PB4,
"Karel,Cilka",462023051,MTH1W1,1036,ADA1O1,1070,ENG1D1,2035,SNC1D1,1050,PPL1O9,1012,TIJ1O1,2002A,SNC1D1,2011,MTH1W1,2010A,
"Violette,Jan",433347543,SPH4U1,2044,ENG4U1,2007,ICS4U1,2038,MHF4U1,PB3,MCV4U1,PB6,MDM4U1,2025,SCH4U1,2023,BAT4M1,1062,
"Jenni,Celia",447559848,ENG4UE,2034,SPARE,Cafeteria,SPARE,Cafeteria,HZT4U1,1062,EMPTY,Cafeteria,EWC4U1,2034,HFA4U1,1014,CLN4U1,PB9,
"Renie,Elset",475074135,ENG4UE,2034,BAT4M1,1062,SPARE,Cafeteria,MDM4U1,2025,SBI4U1,1055,SPH4U1,2044,MCV4U1,PB4,ICS4U1,2038,
"Elaina,Arabele",401429986,HSP3U1,2024A,IDC3O1,PB6,HHG4M1,1062,HFC3M1,1014,PAF3O9,1013,MCR3U1,2037,SPH4U1,2044,SCH3U1,1055,
"Kerrin,Dot",499683289,CGC1D1,2009,SNC1D1,2023,ENG1D1,2035,MTH1W1,2010A,ENG1D1,PB11,PPL1O8,1024B,PPL1O8,1012,FSF1P1,2024A,
"Nicki,Twyla",434752509,MHF4U1,PB5,MHF4U1,PB3,SBI4U1,1055,SPARE,Cafeteria,PSK4U1,1061,BBB4M1,2027,MCV4U1,PB3,SPARE,Cafeteria,
"Larine,Filide",422357816,FSF1D1,1033,MTH1W1,2010A,SNC1D1,1050,ENG1D1,2035,AVI1O1,2004,BTT1O1,1033,PPL1O8,1012,CGC1D1,2010,
"Guillemette,Gabriela",424889158,ICS4UE,2038A,MHF4U1,PB2,SPH4U1,2044,MDM4U1,2025,SCH4U1,1044,ENG4U1,2006,MCV4U1,PB4,SPH4U1,2044,
"Moselle,Elwira",427543405,CIVCAR,PB11,AVI2O1,2004,SNC2D1,1035,ENG2D1,1034,IDC3OE,1065,CHC2P1,PB9,MPM2D1,2008,BBI2O7,1065,
"Othilie,Gretta",410131045,EMPTY,Cafeteria,CIVCAR,PB11,AWC3O1,2005,ENG3C1,PB2,EMPTY,Cafeteria,DCO3OC,2028,ENG2P1,PB2,MBF3C1,1060,
"Lolly,Gilberte",401155569,ADA3M1,1070,MBF3C1,1060,AWC3O1,2005,ENG3C1,PB2,EMPTY,Cafeteria,CGG3O1,PB6,EMPTY,Cafeteria,HPW3C1,PB2,
"Laurice,Brier",452475110,ENG4U1,2010A,ENG4U1,2006,SPARE,Cafeteria,ADB4M1,1070,GLE4O1,1060,SPARE,Cafeteria,HSB4U1,PB9,EMPTY,Cafeteria,
"Torrie,Gusty",445048984,MHF4U1,PB4,BMI3C1,1061,AWC3O1,2005,ENG3U1,2009,SPARE,Cafeteria,MCR3U1,2037,CLU3M1,1059,DCO3OC,1059,
"Amye,Kyle",466987466,CLU3M1,1059,COP3X#,2001,EMPTY,Cafeteria,ENG3UE,1063,HSP3U1,2024A,MCR3U1,2037,CLU3M1,1059,SPARE,Cafeteria,
"Tricia,Gloria",406604318,ENG4UE,2034,SBI4UE,1031,SPH4U1,2044,MHF4U1,PB3,MCV4U1,PB6,IDC4UE,PB8,FSF4U1,1060,CLN4U1,PB9,
"Madalyn,Gretal",446896263,AVI2O1,2004,ICS2O1,PB9,ENG2D1,1034,FSF2D1,2028,CHC2D1,2036,CIVCAR,PB11,MPM2D1,2008,SNC2D1,1035,
"Ophelie,Orelee",408394354,ENG3U1,PB3,BMI3C1,1061,BAF3M1,2024,HFC3M1,1014,SCH3U1,2023,GLE3O1,PB2,PPL3O9,1024B,MCR3U1,2037,
"Elsy,Merrily",438265905,CLN4U1,PB9,BAT4M1,1062,FSF4U1,1060,CHY4U1,PB5,MDM4U1,2025,EWC4U1,2034,ENG4U1,2010A,BAT4M1,1062,
"Rikki,Bambie",468601310,MCR3U1,2037,IDC3O1,PB6,SPARE,Cafeteria,SPH3U1,1059,HSP3U1,2024A,FSF1O1,1060,ENG3U1,2009,DCO3OC,1059,
"Drucill,Ranique",442714195,HFA4U1,1014,SCH4U1,2018,MHF4U1,PB3,ENG4U1,2006,PSK4U1,1061,SBI4U1,1055,IDC4U1,PB8,MCV4U1,PB4,
"Leodora,Dolli",429845413,AVI2O1,2004,ICS2O1,2038,BBI2O1,PB10,ENG2D1,1034,CIVCAR,2010,MPM2D1,2007,TEJ2O1,1037,SNC2D1,1036,
"Netta,Avivah",465009035,MHF4U1,PB5,SPARE,Cafeteria,MHF4U1,PB3,EMPTY,Cafeteria,SPARE,Cafeteria,ENG4U1,2006,AVI4M1,2005,ICS4U1,2038,
"Sissy,Mel",463309219,SPH3U1,1050,SBI4UE,1031,EMPTY,Cafeteria,SCH3U6,1044,AVI3M1,2005,ENG3UE,1063,ENG4UE,2034,MCR3U1,2037,
"Donetta,Alvina",426912563,SPH3U1,1050,ENG3U1,2009,BAF3M1,2024,ICS3U1,2038,SCH3U1,1044,CGG3O1,PB6,AMI3M1,1069,MCR3U1,2037,
"Delila,Gabrielle",405318252,TEJ3M1,1037,COP3X#,2001,BAF3M1,2024,ENG3C1,PB2,PAF3O9,1013,MCF3M1,PB5,CLU3M1,1059,EMPTY,Cafeteria,
"Dyane,Leanora",498638845,MDM4UE,1061,MHF4U1,PB2,CIE3M1,PB6,SCH3U6,1044,SPH3U1,2018,ENG3UE,1063,AMI3M1,1069,ICS4UE,2038A,
"Kat,Corrinne",484912801,BBI2O1,PB10,MFM2P1,PB8,AWC3O1,2005,ENG3C1,PB2,AVI3M1,2005,CGG3O1,PB6,EMPTY,Cafeteria,MBF3C1,1060,
"Perl,Sharyl",462162372,SBI4U1,1055,MHF4U1,PB3,SPH4U1,2044,SBI4U1,2011,SPARE,Cafeteria,MCV4U1,PB3,SCH4U1,2023,ENG4U1,2006,
"Bonny,Hannie",416991888,AVI2O1,2004,CIVCAR,PB11,SNC2D1,1036,ENG2D1,1059A,CHC2D1,2036,MPM2D1,2007,FSF2D1,2028,PAI2O1,PB6,
"Sydelle,Maura",447592675,ENG4UE,2034,MHF4U1,PB5,FSF4U1,1060,SPARE,Cafeteria,PSK4U1,1061,EMPTY,Cafeteria,MCV4U1,PB3,CLN4U1,PB9,
"Merilee,Shawnee",471871087,MPM2D1,2008,ICS2O1,2038,CHC2D1,2036,PPL2O9,1024B,ENG2D1,1034,CIVCAR,PB11,SNC2D1,1035,PAF2O9,1013,
"Brigitta,Tory",440940569,MTH1WG,2026,PPL1O8,1024A,AMI1O1,1069,CGC1DG,2026,ENG1DG,2027,FSF1DG,1059,TIJ1O1,2002A,HIF1O1,2027,
"Shirl,Bonny",479526592,SPARE,Cafeteria,SCH4U1,2023,SPARE,Cafeteria,MDM4U1,2025,SPH4U1,2044,MDM4U1,2025,MCV4U1,PB3,ICS4U1,2038,
"Laureen,Kasey",495857627,FSF1O1,1060,ESLCO1,PB4,ESLDO1,2034,AVI1O1,2004,MTH1W1,1036,BTT1O1,1033,PPL1O8,1012,CGC1D1,2010,
"Vinni,Dulci",426122032,MPM2D1,2008,ENG1D1,2035,PPL1O8,1024B,SNC2D1,1035,CGC1D1,2009,FSF1O1,1060,CHC2D1,2036,AVI2O1,2004,
"Jojo,Giulia",493592369,ENG3U1,PB3,PAF3O9,1013,SCH3U1,1044,HFC3M1,1014,SPARE,Cafeteria,CGG3O1,PB6,SPARE,Cafeteria,ADA3M1,1070,
"Melosa,Cinnamon",479477455,MHF4U1,PB2,SCH3U1,1055,ICS4U1,2038,SPH3U1,1059,SPARE,Cafeteria,BBB4M1,2027,BBB4M1,2027,TDJ3M1,1037,
"Lynne,Aili",486817627,SBI3U1,1031,SCH3U1,1055,SPH3U1,1044,SBI3U1,1031,ENG3U1,2008,SCH3U1,2023,MCR3U1,PB6,AVI2O1,2004,
"Cyndi,Ammamaria",447998163,FSF1O1,1060,IDC3O1,PB6,MCR3U1,PB2,HSP3U1,2024A,CLU3M1,1059,SCH3U1,2023,SBI3U1,1031,ENG3U1,2008,
"Nelie,Audrey",466446767,AVI2O1,2004,HFN2O1,2024A,CIVCAR,PB11,ENG2D1,1059A,ICS2O1,2038,MPM2D1,2007,SNC2D1,1035,AWJ2O1,2005,
"Maddie,Mara",431582172,MPM2DG,1062,ICS3U6,2038A,MCR3U6,2025,BBI2O1,PB10,ENG2DG,1063,AMI2O1,1069,AMI3M1,1069,CHC2DG,2034,
"Verile,Danica",435878815,ENG2DG,1063,SNC2DG,2011,HFN2O1,1014,CIVCAR,PB11,TEJ3M1,1037,MPM2DG,1062,ICS3U6,2038A,CHC2DG,2034,
"Carlota,Nikaniki",446634233,MPM2D1,2008,SNC2D1,1036,ADA2O1,1070,CIVCAR,PB11,PPL2O8,1024B,CHC2D1,2036,FSF2D1,2028,ENG2D1,1034,
"Mimi,Ailsun",440883244,CGC1D1,2009,SNC1D1,2023,HIF1O1,2027,PPL1O9,1024A,ENG1D1,PB11,MTH1W1,PB1,FSF1D1,1033,BTT1O1,2024,
"Daisey,Lanie",428473314,ENG2DG,1063,CHC2DG,2034,HFN2O1,1014,ICS2OG,2038A,HSP3U1,2024A,MPM2DG,1062,SNC2DG,2011,BBI2O1,PB10,
"Janelle,Sandi",494419731,CGC1D1,2009,GLE1O1,1063,AVI1O1,2004,SNC1D1,1050,MTH1W1,PB1,SNC1D1,1050,FSF1D1,1033,PPL1O9,1024A,
"Corrinne,Eloise",494452500,TIJ1O1,2002A,PPL1O9,1024A,ENG1D1,2035,AMI1O4,1069,MTH1W1,PB1,MTH1W1,PB1,FSF1D1,1033,CGC1D1,2010,
"Candide,Gerta",452540566,BBI2O1,PB10,ICS2O1,PB9,CIVCAR,PB11,CHC2P1,PB9,SNC2D1,1035,MPM2D1,2007,ENG2P1,PB2,PAF2O9,1013,
"Nicoline,Anna-Maria",484998791,SCH4U1,2023,MDM4U1,2025,SBI4U1,1055,HSP3U1,2024A,PSK4U1,1061,SPARE,Cafeteria,MCV4U1,PB4,SPH4U1,2044,
"Maribeth,Kellie",415038156,BAF3M1,2024,SNC2D1,1035,ENG2D1,1034,MPM2D1,2007,BBI2O1,PB10,TGV3M1,1032,BAF3M1,2024,TGJ2O1,1032,
"Lyndel,Friederike",463743444,FSF1O1,1060,CIVCAR,PB11,BBI2O1,PB10,PAF2O9,1013,SNC1P1,1044,CHC2P1,PB9,ENG2P1,PB2,MFM2P1,PB8,
"Anallese,Pauli",400008611,CLN4U1,PB9,BOH4M1,PB9,MHF4U1,PB3,SPARE,Cafeteria,MCV4U1,PB6,BBB4M1,2027,ENG4UE,2034,SPARE,Cafeteria,
"Jannel,Chrystal",443090962,ENG4U1,2010A,SBI4UE,1031,SCH4U1,2023,MHF4U1,PB3,MDM4U1,2025,SPH4U1,2044,MCV4U1,PB4,BAT4M1,1062,
"Natividad,Rhodie",452769920,ICS2O1,2038,ADA1O1,1070,FSF1D1,1033,PPL1O9,1024A,ENG1D1,PB11,MTH1W1,PB1,SNC1D1,2011,CGC1D1,2010,
"Conchita,Mignon",411494912,CIVCAR,2010,SNC2D1,1035,CHC2D1,2036,ENG2D1,1034,ICS2O1,2038,BBI2O1,PB10,ADA2O1,1070,MPM2D1,2007,
"Trenna,Tamarah",421493657,SPH4U1,2044,MHF4U1,PB5,FSF4U1,1060,HZT4U1,1062,ADA4M1,1070,EWC4U1,2034,TGV4M1,1032,ENG4U1,2006,
"Stesha,Karena",473607869,MPM2D1,2007,SNC2DG,2011,CIVCAR,PB11,FSF2D1,2028,ICS2O1,2038,ENG2D1,1034,TEJ2O1,1037,BBI2O1,PB10,
"Lorrayne,Arlie",444745738,AMI2O1,1069,SNC2D1,1036,CIVCAR,PB11,PPL2O9,1024B,MPM2D1,2007,CHC2D1,2036,ENG2D1,1034,HFN2O1,1014,
"Tybi,Glennis",478506508,ENG1D1,2035,ADA1O1,1070,SNC1D1,1050,AVI1O1,2004,MTH1W1,PB1,CGC1D1,2009,FSF1D1,1033,PAI1O1,2028,
"Lorie,Christyna",453368207,ENG2D1,1059A,CIVCAR,PB11,BBI2O1,PB10,FSF2D1,2028,MPM2D1,2007,AWC2O1,2004,CHC2D1,2036,SNC2D1,1035,
